Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Taiwan,老農與白雪公主的結晶,"2024 Sustainable Specialty Coffee Farm Awards,S030",老農與白雪公主的結晶,,Taiwan Coffee Laboratory,400,"新竹縣關西鎮 Guanxi Township, Hsinchu County","鄒易良 ZOU,YI-LIANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.58,7.5,7.42,7.42,7.42,10,10,10,7.58,0,82.5,11.70%,0 full defects,0,Green,1 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Guatemala,Various,1,Los Pinos,,"King Car Industrial Co., Ltd",Above1300,Santa Rosa,"Retrillas del Pacifico,S.A.",275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"January 2nd, 2025",KINGCAR,Caturra/Catuai,Completed,Washed / Wet,7.5,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0,82.5,11.60%,0 full defects,0,Yellow- Green,0 full defects,,"January 2nd, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,El Salvador,El Corozo,1,Cooperativa Cuzcachapa de R.L,Amni - 23 - 6018,Instituto Salvadoreño del Café,1800,Apaneca - Ilamatepec,Fernando Antonio Lima,121,30 kg,Instituto Salvadoreño del Café,2023 / 2024,"June 7th, 2024",Carlos Roberto Guillen Castro,Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.58,7.58,7.5,10,10,10,7.5,0,82.5,12%,0 full defects,0,Green,4 full defects,,"June 7th, 2025",Instituto Salvadoreño del Café,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Carlos Guillen - (503) 2505-6600
arabica,Vietnam,"Ho Phuong Co., LTD",HPA01,"Ho Phuong Co., LTD",,"Ho Phuong Co.,LTD",1500,Cau Dat - Da Lat - Lam Dong,"Ho Phuong Co., LTD",34,60 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,"August 16th, 2024","Ho Phuong Co.,LTD",Catimor,Completed,Natural / Dry,7.75,7.5,7.5,7.5,7.25,7.42,10,10,10,7.5,0,82.42,11.50%,0 full defects,0,Yellow Green,2 full defects,,"August 16th, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Indonesia,Pebri Kurniawan,1,Pebri Kurniawan,,CV Serboek Sari Sedjak 1918,1500,Aceh Tengah,Pebri Kurniawan,2,50 kg,5758 Coffee Lab,2019 / 2020,"July 23rd, 2024",Aank Ariwindi,Catimor,Completed,Pulped natural / honey,7.33,7.58,7.33,7.58,7.42,7.58,10,10,10,7.58,0,82.42,12.20%,0 full defects,3,Green,2 full defects,,"July 23rd, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Vietnam,"Ho Phuong Co., LTD",HPA01,"Ho Phuong Co., LTD",,"Ho Phuong Co.,LTD",1500,Cau Dat - Da Lat - Lam Dong,"Ho Phuong Co., LTD",34,60 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,"August 16th, 2024","Ho Phuong Co.,LTD",Catimor,Completed,Natural / Dry,7.75,7.5,7.5,7.5,7.25,7.42,10,10,10,7.5,0,82.42,11.50%,0 full defects,0,Yellow Green,2 full defects,,"August 16th, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Thailand,Community Enterprise Doi Nan Coffee,TCE,Big Black Box Dry Mill Plant,,"107 Moo.11,Klang Wiang, Wiang Sa ,Nan, 55110",1450,"Wiang Sa, Nan",Peenarit Ponkhataigool,2,25 kg,Coffee Quality Institute,2023 / 2024,"October 14th, 2024",Peenarit Ponkhataigool,other,Completed,Pulped natural / honey,7.58,7.58,7.33,7.75,7.33,7.33,10,10,10,7.42,0,82.33,11.10%,0 full defects,0,yellow-green,5 full defects,,"October 14th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Suwan Woeiyueku,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"213,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1200,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Suwan Woeiyueku,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Suwan Woeiyueku,Catimor,Completed,Natural / Dry,7.75,7.67,7.67,7.5,7.5,7.58,10,10,10,7.67,0,83.33,8.90%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,China,Qianyi Farm,031,Lancang Qianyi Coffee Company,,MingQian Coffee 明谦咖啡,1100-1780,Pu'er,Qianyi,667,60 kg,Torch Coffee Company,2022 / 2023,"May 29th, 2024",zhouzhilai 周志来,Catimor,Completed,Natural / Dry,7.67,7.58,7.33,7.42,7.5,7.33,10,10,10,7.5,0,82.33,11.40%,0 full defects,0,yellow-green,19 full defects,,"May 29th, 2025",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
arabica,Taiwan,燿興原生山茶咖啡工坊,"2024 Sustainable Specialty Coffee Farm Awards,S120",燿興原生山茶咖啡工坊,,Taiwan Coffee Laboratory,1100,"高雄市桃源區 Taoyuan Dist., Kaohsiung City","謝慧敏 HSIEH,HUI-MIN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022 / 2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.58,7.42,7.42,7.25,7.5,10,10,10,7.5,0,82.33,10%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Colombia,several farms in Huila region,3/0960/01138,Sucafina's dry mill in Neiva,3/0960/01138,Marubeni Corporation,1000-2200,Colombia Huila,several farms in Huila region,215,70 kg,Coffee Quality Union,2023 / 2024,"May 6th, 2024",Ikuto Uehara,Castillo,Completed,Washed / Wet,7.5,7.58,7.42,7.5,7.42,7.5,10,10,10,7.42,0,82.33,10.90%,0 full defects,2,Greenish,0 full defects,,"May 6th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
arabica,Taiwan,竹崙子莊園,"2024 Sustainable Specialty Coffee Farm Awards,S070",竹崙子莊園,,Taiwan Coffee Laboratory,420-430,"新北市三峽區 Sanxia Dist., New Taipei City","邱建明 CIOU,JIAN-MING",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.42,0,82.25,10.40%,0 full defects,0,Bluish-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Indonesia,Filo Coffee Roastery,-,dry mill,,PT.FILO MULTI GLOBALINDO,1000,SIPIROK,Filo coffee roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Dita mutiara Hrp,Sumatra,Completed,Washed / Wet,7.42,7.58,7.5,7.5,7.42,7.5,10,10,10,7.33,0,82.25,12.90%,0 full defects,3,Green,0 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,DARMAN,-,dry mill,,PGM Coffee ( Pagagunung mandheling coffee),1000,Mandailing Natal,PGM Coffee ( Pagagunung mandheling coffee),1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.83,7.67,7.67,7.58,7.58,7.67,8.67,10,10,7.58,0,82.25,12.30%,0 full defects,3,Green,1 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,Edwin Lubis,-,dry mill,,,1300,Marancar,Edwin Lubis,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Edwin Lubis,Sumatra,Completed,Washed / Wet,7.58,7.5,7.25,7.5,7.5,7.42,10,10,10,7.5,0,82.25,12.20%,0 full defects,3,Green,1 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Brazil,Fazenda Rio Brilhante,0140,Fazenda Rio Brilhante,002,明谦咖啡MingQian Coffee,950~1085,Cerrado,Inacio Carlos Urban,1334,30 kg,Torch Coffee Company,2022 / 2023,"May 29th, 2024",zhouzhilai 周志来,Bourbon,Completed,Natural / Dry,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.5,0,82.25,11%,1 full defects,0,yellow-green,20 full defects,,"May 29th, 2025",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
arabica,Taiwan,Tsai P. Coffee (蔡教授咖啡),"2024 Sustainable Specialty Coffee Farm Awards,S071",Tsai P. Coffee (蔡教授咖啡),,Taiwan Coffee Laboratory,850,"南投縣國姓鄉 Guoxing Township, Nantou County","蔡建皇 CAI,JIAN-HUANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Yellow Bourbon,Completed,Natural / Dry,7.5,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0,82.25,11.50%,0 full defects,0,Yellow-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,Apollo Estate,Apollo CD washed 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Washed / Wet,7.5,7.42,7.33,7.5,7.42,7.5,10,10,10,7.5,0,82.17,11.60%,0 full defects,0,Green,1 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Indonesia,Filo Coffee Roastery,-,dry mill,,PT.FILO MULTI GLOBALINDO,1000,SIPIROK,Filo Coffee Roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",sartika permata,Sumatra,Completed,Washed / Wet,7.5,7.33,7.33,7.58,7.5,7.42,10,10,10,7.5,0,82.17,11.60%,0 full defects,2,Bluish-Green,6 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,Gandasil,Gandasil Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1600,"Gandang Batu Sillanan, Tana Toraja",Inovasi Kopi,1,50 kg,5758 Coffee Lab,2024,"February 5th, 2025",Thomas Pangaribuan,Sulawesi,Completed,Natural / Dry,7.67,7.5,7.33,7.5,7.33,7.42,10,10,10,7.42,0,82.17,12.20%,0 full defects,2,Green,2 full defects,,"February 5th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,最高分咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S044",最高分咖啡莊園,,Taiwan Coffee Laboratory,1100,"嘉義縣梅山鄉 Meishan Township, Chiayi County","林宥羭 LIN,YOU-YU",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.5,7.42,7.42,7.42,7.42,7.42,10,10,10,7.58,0,82.17,10.10%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Nicaragua,Quitasueños,017-053-0254,Dry Mill,,Exportadora Atlantic S.A,1150,Matagalpa,ECOM,500,20 kg,Instituto Hondureño del Café,2023 / 2024,"June 25th, 2024","Exportadora Atlantic, S.A.",SHG,Completed,Washed / Wet,7.58,7.5,7.33,7.42,7.42,7.5,10,10,10,7.42,0,82.17,11%,0 full defects,0,Green,4 full defects,,"June 25th, 2025",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
arabica,Taiwan,安吉麗雅農莊 Angelia Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S048",安吉麗雅農莊 Angelia Coffee Farm,,Taiwan Coffee Laboratory,780,"台中市和平區 Heping Dist., Taichung City","蔡佳樺 CAI,JIA-HUA",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.33,0,82.17,11.60%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Indonesia,KT. Situnggaling,-,dry mill,,Koperasi Berkah Bersama Darul Mursyid,1250,Saipar Dolok Hole,Koperasi Berkah Bersama Darul Mursyid,1,2 kg,5758 Coffee Lab,2023 / 2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.58,7.58,7.33,7.75,7.58,7.42,9.33,10,10,7.5,0,82.08,11.90%,0 full defects,0,Green,1 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,BCE Cimenyan,Mekarmanik Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1180,"Mekarmanik, Jawa Barat",Inovasi Kopi,4,50 kg,5758 Coffee Lab,2024,"February 4th, 2025",Thomas Pangaribuan,Sumatra Lintong,Completed,Natural / Dry,7.42,7.58,7.33,7.58,7.5,7.33,10,10,10,7.33,0,82.08,12.20%,0 full defects,0,Pale Yellow,5 full defects,,"February 4th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,KT. Basbason,-,dry mill,,Koperasi Berkah Bersama Darul Mursyid,1250,Saipar Dolok Hole,Koperasi Berkah Bersama Darul Mursyid,1,2 kg,5758 Coffee Lab,2023 / 2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.42,7.67,7.42,7.33,7.5,7.42,10,10,10,7.33,0,82.08,12.20%,0 full defects,9,Green,4 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Vietnam,Khang Roastery,1,Dry mill,,Khang Roastery,1450,"Núi Min, xã Trạm Hành, Thành phố Đà Lạt, tỉnh Lâm Đồng",Huỳnh Nguyễn Trà My,1,2 kg,HQJ Coffee School,2025 / 2026,"April 7th, 2025",Huynh Nguyen Tra My,Catimor,Completed,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0,82,12%,0 full defects,0,Green,1 full defects,,"April 7th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Guatemala,ASOBAGRI,11/16160/45,Los Caños ( Los Olivos),11/16160/45,ASOCIACION BARILLENSE DE AGRICULTORES - ASOBAGRI,1400,Huehuetenango,ASOBAGRI,275,69 kg,Asociacion Nacional Del Café,2023 / 2024,"May 31st, 2024",Astrid Fabiola Campos Albeño,Caturra,Completed,Washed / Wet,7.33,7.58,7.33,7.5,7.33,7.42,10,10,10,7.42,0,81.92,9.60%,0 full defects,3,Green,4 full defects,,"May 31st, 2025",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
arabica,Vietnam,Apollo Estate,Apollo honey 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Pulped natural / honey,7.5,7.42,7.33,7.5,7.33,7.33,10,10,10,7.5,0,81.92,11.10%,0 full defects,0,Green,0 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
arabica,Vietnam,RADAR FARM,1,RADAR FARM,,radar farm,1600,"Trạm Hành, Đà Lạt , Lâm Đồng",BÙI TRÍ DŨNG,1167,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Bùi Trí Dũng,Catimor,Completed,Washed / Wet,7.5,7.33,7.25,7.42,7.42,7.42,10,10,10,7.5,0,81.83,10.70%,0 full defects,0,Green,3 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Vietnam,THY THY FARM,1,THY THY FARM,,ThyThy Farm,1550,"Trạm Hành, Cầu Đất, Đà Lạt, Lâm Đồng",Công Ty TNHH Cà Phê Sạch Intenso,5,50 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Lê Huyền Ngọc Thy,TN9-TN10,Completed,Pulped natural / honey,7.58,7.5,7.33,7.25,7.42,7.33,10,10,10,7.42,0,81.83,11%,0 full defects,0,Green,2 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Vietnam,BUI COFFEE SUPPLY,1,BUI COFFEE SUPPLY,,Bui Coffee Supply,1550,"Cầu Đất, Xuân Trường, Đà Lạt, Lâm Đồng",Bùi Công Cảnh,50,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Bui Coffee Supply,Catimor,Completed,Natural / Dry,7.33,7.5,7.33,7.5,7.5,7.33,10,10,10,7.33,0,81.83,11.60%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Taiwan,大屯29莊園 Volcano 29 Manor,"2024 Sustainable Specialty Coffee Farm Awards,S039",大屯29莊園 Volcano 29 Manor,,Taiwan Coffee Laboratory,300,"台北市北投區 Beitou Dist., Taipei City","侯奕瑋 HOU,YI-WEI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.42,7.42,7.42,7.33,7.5,7.42,10,10,10,7.33,0,81.83,10.60%,0 full defects,0,Yellow-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,Cau Đat Bean,1,Cau Đat Bean,,Cau Dat Bean MTV Company Limited,1600,"Trạm Hành, Lâm Đồng, Đà Lạt",Cau Đat Bean,167,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Thang Bui,THA,Completed,Washed / Wet,7.33,7.42,7.25,7.5,7.42,7.42,10,10,10,7.42,0,81.75,10.20%,0 full defects,0,Green,1 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Taiwan,雲佾咖啡莊園,Taiwan Chia-Yi Typica Anaerobic Honey BeanBorn Reserved,Beanborn,,BeanBorn Corp. Ltd.,1300,Taiwan Chia-Yi,斌,1,200 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023 / 2024,"May 24th, 2024",Jack Wang 王人傑,Typica,Completed,Anaerobic Honey,7.33,7.75,7.75,7.5,7.75,7.92,9.33,9.33,10,7.75,-0.67,81.75,9%,0 full defects,0,Bluish-Green,0 full defects,,"May 24th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,China,Qiao An Farm,020,Menglian qiao an coffee company,,明谦咖啡MingQian Coffee,1100-1780,Pu'er,Qiao‘an,667,60 kg,Torch Coffee Company,2022 / 2023,"May 29th, 2024",zhouzhilai 周志来,Catimor,Completed,Washed / Wet,7.33,7.5,7.42,7.42,7.33,7.33,10,10,10,7.33,0,81.67,9.50%,0 full defects,0,Blue-Green,10 full defects,,"May 29th, 2025",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
arabica,Indonesia,PANINDOAN SIREGAR,-,dry mill,,PT.FILO MULTI GLOBALINDO,1050,SIPIROK,Filo coffee roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Indo Bayo Regar,Sumatra,Completed,Natural / Dry,7.42,7.33,7.25,7.33,7.5,7.42,10,10,10,7.42,0,81.67,10.30%,25 full defects,3,Brownish,1 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Colombia,VARIOS,3-001-14552,"ALMACAFE ARMENIA, QUINDIO",3-001-14552,Federación de cafeteros de Colombia,1120 A 2060,QUINDIO,VARIOS,250,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"July 17th, 2024",Camilo Mosquera,Castillo,Completed,Washed / Wet,7.58,7.17,7,7.67,7.67,7.42,10,10,10,7.17,0,81.67,11.80%,8 full defects,6,Green,9 full defects,,"July 17th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Indonesia,Awan Honey,Awan Honey,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1750,"Awan, Rantekarua, Toraja Utara",Inovasi Kopi,1,50 kg,5758 Coffee Lab,2024,"February 4th, 2025",Thomas Pangaribuan,"Lini S, Typica Mixed",Completed,Honey Process,7.5,7.42,7.17,7.67,7.25,7.33,10,10,10,7.33,0,81.67,12.20%,0 full defects,0,Green,2 full defects,,"February 4th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,Mekar Sari Perkebunan,-,dry mill,,Mekar Sari Perkebunan,1000,Kampung Baru,Mekar Sari Perkebunan,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Munjalin,Sumatra,Completed,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.42,10,10,10,7.25,0,81.67,12.30%,0 full defects,7,Green,2 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Vietnam,THY THY FARM,1,THY THY FARM,,ThyThy Farm,1550,"Trạm Hành, Cầu Đất, Đà Lạt, Lâm Đồng",Lê Huyền Ngọc Thy,5,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Lê Huyền Ngọc Thy,Catimor,Completed,Natural / Dry,7.42,7.5,7.33,7.42,7.25,7.33,10,10,10,7.33,0,81.58,12.10%,0 full defects,0,Green,1 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
